0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.1395494827162643,0.139549482704137,0.07462841322740014,0.07680916081934397,0.11035489633517619,0.10914304907240821,-0.10494277128228686,-0.10494892604544423,0.10112318301257928,0.10112284195905999,-0.10494449897891785,-0.10494404023776718,-0.1049436637473929,0.048839150064230605,0.0488072649902721,-0.10466474469378642,-0.10494380857779277,-0.10779730321950864,-0.10779716811797464,open,alzeimer
0.11116478441430908,0.11116476852349011,-0.11458694455573286,0.1414994869935794,0.1402779287328509,-0.11153099258993589,-0.11461831521282675,-0.11458692699033493,0.027081126213266103,0.026739154188668145,-0.11279446383885379,-0.11458703905164722,-0.11458695570156834,0.017283639151192885,0.1102256457443341,0.09685984473685846,-0.11457724073076474,0.06478624999373729,0.06478624997937824,open,healthy
-0.10121419727447667,0.02606587353704265,0.0673443953687446,0.08949168331493496,0.13333198920694597,0.12330309720559093,0.026006969759358522,-0.1044955709427087,0.11921964645171959,0.11988224484069912,-0.10453183859040545,-0.10422977663640029,-0.10451662626236453,0.11615273803713033,0.11615169809421759,-0.10420264463328055,-0.1046218277469704,-0.10462391512263496,-0.1045139386071426,closed,alzeimer
0.1371751021623062,0.1371822816591668,-0.10427959913473053,-0.07528516857098667,0.11726955994602709,0.12482189759076782,-0.10287840024035053,-0.10287849295087984,-0.10272887290017171,0.07071455927250986,0.07076356462708963,-0.1028784908132437,-0.12691438295167315,-0.12318403437893896,0.09625300596825957,0.09782937605934061,-0.10285029485774758,0.04593475157635738,0.0459336379368976,closed,healthy
0.07057052903488992,0.07057054220138022,-0.08426974665437903,0.16613514788673173,0.18794817397161917,0.07879575586597956,-0.08427006028524132,-0.08427029103040476,-0.1423471527172401,0.025127035233216168,0.03370301715939974,-0.08426298209883351,-0.1362636024203784,-0.15976795738985963,0.002975465985161595,0.02280096383600048,-0.08052820071598721,0.09831487242264002,0.09903848971530557,open,healthy
0.11401430617827264,0.10239787538028251,-0.06828298974417871,0.12468341422292768,0.13538504611099253,0.1092499272901664,0.11620582085017694,-0.12411860661480142,0.07629261639893406,0.07627362327628427,-0.11981059732008295,-0.10807280181516568,-0.05360445293033191,0.04645569163754559,0.0374166003938398,-0.11613826082672477,-0.11715165344508534,-0.11535094718850827,-0.1158446118545432,open,alzeimer
0.14436816176140038,0.1443680112765421,-0.10123847060267807,0.11255601343679958,0.10626878945068836,-0.05981827671033681,-0.1038900076996565,-0.1038726973590968,0.10953753337638635,0.10953819129916302,-0.10387654116039702,-0.10388400972742076,-0.04971735338801039,-0.053230642371651225,-0.09760349527955066,-0.07140256324642971,0.10908014558102738,-0.10071554853674795,0.11353275989996914,closed,healthy
0.04811995504047212,0.048265256197017714,-0.10488617421733357,-0.10219031094166971,0.09725620879070207,0.09783070378668124,-0.10488309442681362,-0.10488313453764128,-0.10842626012638659,0.077840968633865,0.0783608374765136,-0.10488331391441393,-0.10504947087896777,-0.056028533196817776,0.18188738337941737,0.19218688943564202,-0.10487292947248936,0.037178447718749716,0.03717657125347283,open,healthy
-0.11175925199938423,-0.11176103950634353,-0.11143143722066855,0.04311393567701933,0.04588756042862902,-0.024861760907764152,-0.11143143236556793,-0.11145610582324053,0.11637926886133429,0.04470896368094256,0.044380611937007194,-0.11143149742148566,-0.11035476639107315,0.12098378590496646,0.13510271066029575,0.1320744250602521,-0.1149334522338407,0.11843167284058839,0.1183578088183332,open,healthy
0.13476843258418575,0.13477024861583942,-0.13183424849035275,0.1274374850483164,0.11725422973512008,-0.020501171878251415,-0.1320540900835864,-0.1318790732152152,-0.12043141715076308,0.029803652655007683,0.030905978932319132,-0.13187465833089668,0.0940749235605321,0.09341883515617447,-0.0867157334146424,0.0629261185322018,0.019263220028004364,-0.12814524949026146,0.03881251720626827,closed,healthy
