0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-0.98039,4.7896,-7.9739,-4.1924,0.97087,3.0303,2.0202,-12.067,-8.9109,-7.0627,-6.1279,-1.0356,-9.626,-13.0,-12.935,-9.8693,-6.6992,-14.29,-12.742
2.9412,7.7023,-5.0327,-2.1306,2.9126,5.0505,6.0606,-7.0667,-8.9109,-7.0627,-3.0976,1.877,-8.6504,-14.0,-13.93,-9.8693,-4.748,-14.29,-12.742
2.9412,6.7314,-3.0719,-3.1615,0.0,4.0404,6.0606,-9.0667,-11.881,-9.0429,-5.1178,-2.9773,-9.626,-15.0,-14.925,-11.83,-6.6992,-14.29,-13.727
0.98039,3.8188,-2.0915,-5.2234,-3.8835,-1.0101,-3.0303,-9.0667,-12.871,-13.003,-11.178,-7.8317,-10.602,-15.0,-15.92,-13.791,-11.577,-14.29,-14.713
0.0,2.8479,-6.0131,-7.2852,-5.8252,-4.0404,-5.0505,-13.067,-13.861,-14.983,-13.199,-7.8317,-11.577,-14.0,-14.925,-12.81,-10.602,-12.376,-12.742
0.0,2.8479,-8.9542,-9.3471,-7.767,-7.0707,-2.0202,-13.067,-14.851,-18.944,-14.209,-7.8317,-13.528,-17.0,-15.92,-13.791,-9.626,-14.29,-13.727
0.0,2.8479,-5.0327,-8.3162,-9.7087,-7.0707,-3.0303,-6.0667,-15.842,-19.934,-17.239,-7.8317,-12.553,-17.0,-18.905,-15.752,-10.602,-15.247,-14.713
0.98039,2.8479,-2.0915,-8.3162,-9.7087,-8.0808,-6.0606,-7.0667,-14.851,-18.944,-18.249,-14.628,-9.626,-16.0,-19.9,-16.732,-10.602,-13.333,-14.713
-0.98039,0.90615,-1.1111,-8.3162,-10.68,-9.0909,-6.0606,-8.0667,-12.871,-18.944,-15.219,-14.628,-6.6992,-15.0,-18.905,-17.712,-12.553,-12.376,-14.713
-3.9216,-1.0356,-3.0719,-10.378,-13.592,-12.121,-6.0606,-9.0667,-12.871,-18.944,-18.249,-10.744,-6.6992,-14.0,-18.905,-18.693,-13.528,-11.419,-14.713
-2.9412,-0.06472,-4.0523,-10.378,-12.621,-11.111,-5.0505,-7.0667,-12.871,-18.944,-20.269,-9.7735,-7.6748,-15.0,-19.9,-19.673,-14.504,-11.419,-15.698
0.0,1.877,-0.13072,-6.2543,-8.7379,-6.0606,-2.0202,-5.0667,-11.881,-16.964,-17.239,-9.7735,-9.626,-16.0,-20.896,-20.654,-14.504,-14.29,-17.668
-0.98039,0.90615,-3.0719,-6.2543,-8.7379,-8.0808,-4.0404,-6.0667,-10.891,-17.954,-18.249,-10.744,-10.602,-17.0,-21.891,-22.614,-18.407,-17.161,-20.624
-3.9216,-2.9773,-4.0523,-8.3162,-12.621,-13.131,-8.0808,-2.0667,-13.861,-20.924,-23.3,-11.715,-11.577,-19.0,-23.881,-24.575,-21.333,-20.032,-23.58
-5.8824,-5.89,-6.0131,-11.409,-14.563,-16.162,-10.101,-7.0667,-15.842,-21.914,-23.3,-9.7735,-14.504,-21.0,-23.881,-24.575,-21.333,-20.989,-24.565
-5.8824,-3.9482,-6.0131,-8.3162,-9.7087,-9.0909,-2.0202,-8.0667,-11.881,-15.974,-14.209,-4.9191,-12.553,-16.0,-18.905,-17.712,-14.504,-17.161,-18.654
-5.8824,-3.9482,-6.0131,-10.378,-9.7087,-7.0707,0.0,-10.067,-12.871,-14.983,-11.178,-5.89,-11.577,-15.0,-16.915,-13.791,-11.577,-16.204,-16.683
-4.902,-3.9482,-4.0523,-9.3471,-8.7379,-8.0808,-7.0707,-8.0667,-14.851,-13.993,-10.168,-8.8026,-13.528,-17.0,-16.915,-13.791,-12.553,-17.161,-15.698
-3.9216,-3.9482,-2.0915,-6.2543,-7.767,-7.0707,-5.0505,-3.0667,-12.871,-12.013,-10.168,-5.89,-11.577,-15.0,-14.925,-12.81,-10.602,-14.29,-13.727
-2.9412,-3.9482,-1.1111,-4.1924,-4.8544,-6.0606,-6.0606,-0.06667,-7.9208,-9.0429,-10.168,-2.0065,-7.6748,-10.0,-10.945,-9.8693,-7.6748,-10.463,-9.7865
-0.98039,-1.0356,6.732,1.9931,0.97087,-1.0101,-1.0101,6.9333,-0.9901,-4.0924,-3.0976,-3.9482,-4.748,-5.0,-5.9701,-5.9477,-4.748,-5.6778,-6.8309
